date,open,high,low,close,volume,symbol,Sample_Custom_Indicator,Another_Custom_Indicator,Stochastic,Stochastic_Signal,RSI,Williams_R,ROC,TRIX,TRIX_signal,SMA_10,EMA_10,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Signal,ADX,Ichimoku_Conversion_Line,Ichimoku_Base_Line,Ichimoku_Leading_Span_A,Ichimoku_Leading_Span_B,Ichimoku_Lagging_Span,PSAR,Bollinger_High,Bollinger_Low,Bollinger_Mid,Standard_Deviation,Historical_Volatility,Chandelier_Exit_Long,Keltner_Channel_High,Keltner_Channel_Low,Keltner_Channel_Mid,MAE_Upper,MAE_Lower,MFI,OBV,VWAP,ADL,CMF,Volume_Oscillator
2010-06-29,19.0,25.0,17.54,23.89,18766300,tsla,,,85.1206434316354,85.1206434316354,0.0,-14.879356568364601,0.0,,,,23.89,0.0,0.0,0.0,0.0,0.0,,,,,20.45,23.89,23.89,23.89,23.89,0.0,,,,,,,,0.0,0.0,,13181690.616621986,,0.0
2010-06-30,25.79,30.4192,23.3,23.83,17187100,tsla,,,48.83843717001055,66.97954030082298,0.0,-51.16156282998945,0.0,-0.0004905295102552998,-0.0004905295102552998,,23.87909090909091,-0.004786324786323348,-0.0009572649572646696,-0.0038290598290586786,-0.0007658119658117357,0.0,,,,,19.59,25.0,23.94485281374239,23.77514718625761,23.86,0.0,,,,,,,,0.0,-17187100.0,,-1446368.1989752837,,-125976.06837607175
2010-07-01,25.0,25.92,20.27,21.96,8218800,tsla,,,34.318901795142565,56.0926607989295,0.0,-65.68109820485743,0.0,-0.01657589101033974,-0.0037076018102721875,,23.530165289256196,-0.1576555385102374,-0.03229691966785921,-0.12535861884237817,-0.025684373341125024,0.0,,,,,19.6,17.54,25.421417981356633,21.031915351976707,23.22666666666667,0.0,,,,,,,,0.0,-25405900.0,,-4748434.747647848,,-938659.585555315
2010-07-02,23.0,23.1,18.71,19.2,5139800,tsla,,,12.888999316727748,32.015446093960286,0.0,-87.11100068327225,0.0,-0.06496025930544658,-0.015958133309307065,,22.742862509391433,-0.49579916135934,-0.12499736800615538,-0.37080179335318464,-0.09470785734353696,0.0,,,,,19.03,17.797584,26.627417989405284,17.812582010594713,22.22,0.0,,,,,,,,0.0,-30545700.0,,-8740853.426463341,,-1810298.6991794482
2010-07-06,20.0,20.0,15.83,16.11,6866900,tsla,20.997999999999998,,1.9192279220245068,16.375709677964938,0.0,-98.0807720779755,0.0,-0.15813960136412675,-0.044394426920271,,21.5368875076839,-1.0015720948011229,-0.3003123133651489,-0.701259781435974,-0.21601824216202437,0.0,,,,,17.9,30.4192,27.663934293105502,14.332065706894493,20.997999999999998,0.0,,,,,,,,0.0,-37412600.0,,-14685579.805360226,,-2334802.29305386
2010-07-07,16.4,16.63,14.98,15.8,6921700,tsla,19.380000000000003,,5.311156018446553,6.706461085732936,0.0,-94.68884398155345,0.0,-0.2799066090187319,-0.09149686333996318,,20.493817051741374,-1.4111483578133388,-0.5224795222547869,-0.8886688355585519,-0.3505483608413299,0.0,,,,,17.6,29.904032,27.450173800410994,12.813159532922334,20.131666666666664,0.0,,,,,,,,0.0,-44334300.0,,-14727529.502329914,,-2714759.2136898935
2010-07-08,16.14,17.52,15.57,17.46,7711400,tsla,18.106,,16.06300844603348,7.764464128834846,17.025641025641022,-83.93699155396652,0.0,-0.4020897028036763,-0.15361543123270582,,19.942213951424762,-1.5835383261811593,-0.7346912830400614,-0.8488470431410979,-0.4502080973012835,0.0,,,,,18.32,29.307070720000002,26.7294364624469,12.770563537553102,19.75,0.0,,,,,,,,0.0,-36622900.0,,-7490677.194637596,,-2918512.821439611
2010-07-09,17.58,17.9,16.55,17.4,4050600,tsla,17.194,,15.674387273952007,12.349517246144012,16.921508664627922,-84.32561272604799,0.0,-0.5197601875292057,-0.2268443824920058,,19.479993232983894,-1.7053419956866414,-0.9288214255693774,-0.7765205701172639,-0.5154705918644796,0.0,,,,,18.78,28.7339878912,26.12819499377805,12.784305006221953,19.45625,0.0,,,,,,,,0.0,-40673500.0,,-6440521.639082044,,-3336919.0631644353
2010-07-12,17.95,18.07,17.0,17.05,2202500,tsla,16.764000000000003,,13.4074304368102,15.048275385598563,16.33858267716535,-86.5925695631898,0.0,-0.6320664673190035,-0.3078887994574053,,19.038176281532277,-1.8092583521859638,-1.1049088108926948,-0.704349541293269,-0.5532463817502375,0.0,22.6996,,,,19.15,28.183828375552,25.632788674301786,12.744989103475987,19.188888888888886,0.0,,,,,,,,0.0,-42876000.0,,-8437180.517586714,,-3774129.4341663383
2010-07-13,17.3938,18.64,16.9,18.14,2680100,tsla,17.17,3.0557384995738373,20.4673817296233,16.516399813461835,24.444444444444443,-79.5326182703767,0.0,-0.7265333033747434,-0.39161770024087295,19.084,18.874871503071862,-1.7831044052588112,-1.240547929765918,-0.5425564754928931,-0.5511084004987686,0.0,22.6996,,,,18.77,27.65567524052992,25.195476999147672,12.972523000852325,19.084,0.0,,,,,,19.561099999999996,18.6069,0.0,-40195900.0,,-7297367.873908551,,-4035564.0047898665
2010-07-14,17.94,20.15,17.7601,19.84,4195200,tsla,17.978,2.57922232034731,31.47831493859785,21.784375701677117,34.362934362934354,-68.52168506140215,-16.952699874424447,-0.7899309245140262,-0.47128034509550365,18.679,19.05034941160425,-1.606680607463936,-1.3137744653055217,-0.29290614215841426,-0.4994679488306978,0.0,20.450000000000003,,,,18.79,27.148648230908723,23.83744464069462,13.520555359305378,18.679,0.0,,,,,,19.145974999999996,18.212024999999997,0.0,-36000700.0,,-4190507.9718205947,,-4073539.6483861953
2010-07-15,19.94,21.5,19.0,19.89,3739800,tsla,18.464,1.9221761394604546,31.802165915332402,27.91595419451785,34.61538461538461,-68.19783408466759,-16.53378094838438,-0.8279668396341755,-0.542617644003238,18.285,19.20301315494893,-1.4461584797618094,-1.3402512681967793,-0.10590721156503013,-0.42075580137756424,0.0,19.04,,,,19.1,26.661902301672374,22.12935227892091,14.440647721079092,18.285,0.0,,,,,,18.742124999999998,17.827875,0.0,-32260900.0,,-5267570.371820593,,-4093198.7463789172
2010-07-16,20.7,21.3,20.05,20.64,2621300,tsla,19.112000000000002,1.6706289567438657,36.65993056635059,33.313470473426946,38.18181818181818,-63.34006943364941,-6.010928961748635,-0.8393736009970398,-0.6019688354019983,18.153,19.46428349041276,-1.2440837816503212,-1.3210177708874877,0.07693398923716654,-0.3212178432546181,0.0,18.240000000000002,,,,20.13,26.194626209605477,21.49425791348773,14.811742086512268,18.153,0.0,,,,,,18.606824999999997,17.699174999999997,0.0,-29639600.0,,-5414363.171820594,,-4151180.105246391
2010-07-19,21.37,22.25,20.92,21.91,2486500,tsla,20.084,2.0386117280585245,44.88574537540806,37.78261395236368,43.40878828229028,-55.11425462459194,14.11458333333334,-0.8196272997589849,-0.6455005282733957,18.424,19.90895921942862,-0.9702750149629686,-1.2508692197025841,0.2805942047396155,-0.20085543365577138,0.0,18.615000000000002,,,,19.2,25.746041161221257,22.50122345611705,14.34677654388295,18.424,0.0,,,,,,18.8846,17.9634,29.19482480564288,-27153100.0,,-4199156.404903302,-0.04525538221433055,-4160053.476379066
2010-07-20,21.85,21.85,20.05,20.3,1825300,tsla,20.516,1.9382870444458564,34.45774392455568,38.66780662210477,39.20625375826819,-65.54225607544433,26.008690254500323,-0.7916684651428696,-0.6747341156472905,18.843,19.980057543168872,-0.8731282602653216,-1.1753210278151318,0.30219276754981017,-0.10024579341465507,0.0,18.91,,,,19.9,25.315399514772405,22.71957408889171,14.966425911108287,18.843,0.0,,,,,,19.314075,18.371925,28.48290073627726,-28978400.0,,-5517428.627125524,-0.24653736131616957,-4172342.8300997755
2010-07-21,20.66,20.9,19.5,20.22,1252500,tsla,20.592000000000002,1.6497558741960674,47.89762340036561,42.41370423344312,39.15915915915916,-52.10237659963438,27.974683544303787,-0.7584511042548203,-0.6914775133687965,19.285000000000004,20.023683444410892,-0.793447717294061,-1.0989463657109177,0.3054986484168567,-0.019096905048352715,0.0,19.4,,,,19.75,24.901983534181507,22.58451174839214,15.985488251607869,19.285000000000004,0.0,,,,,,19.767125000000004,18.802875000000004,39.01590453856702,-30230900.0,,-5481642.91283981,-0.06735291381858395,-4180116.621988085
2010-07-22,20.5,21.25,20.37,21.0,957800,tsla,20.814,1.5934829079026118,74.13793103448273,52.16443278646801,46.91516709511568,-25.862068965517256,20.274914089347075,-0.7146907363901778,-0.6961201579730728,19.639,20.20119554542709,-0.6597555800112254,-1.0111082085709793,0.3513526285597539,0.05499300167326862,0.0,19.575,,,,19.7,24.505104192814247,22.825965815805223,16.452034184194776,19.639,0.0,,,,,,20.129974999999998,19.148025,47.81649273417154,-29273100.0,,-5068047.458294356,-0.006070355406437647,-4162079.374926355
2010-07-23,21.19,21.56,21.06,21.29,653600,tsla,20.944,1.4549593350560175,86.79504814305363,69.61020085930066,57.983193277310924,-13.204951856946368,22.356321839080465,-0.6615242160999402,-0.6892009695984463,20.028,20.399159991713073,-0.5243585427667128,-0.9137582754101261,0.3893997326434133,0.12187434786729757,0.0,19.575,,,,19.87,24.12410002510168,22.937918670112033,17.118081329887964,20.028,0.0,,,,,,20.528699999999997,19.527299999999997,54.354088885488096,-28619500.0,,-5120335.458294355,0.07516875188245836,-4124783.191331821
2010-07-26,21.5,21.5,20.3,20.95,922200,tsla,20.752,1.028092084072878,82.11829436038514,81.01709117930717,73.40425531914894,-17.881705639614864,22.873900293255122,-0.6058310047717619,-0.6725269766331095,20.418,20.49931272049251,-0.43942515412480887,-0.8188916511530627,0.37946649702825386,0.17339277769948885,0.0,20.00505,,,,19.48,23.758336024097613,22.474184168145754,18.361815831854244,20.418,0.0,,,,,,20.928449999999998,19.90755,61.32993259018641,-29541700.0,,-5043485.458294357,0.22837470771463783,-4027129.677788163
2010-07-27,20.91,21.18,20.26,20.55,619700,tsla,20.802,0.6463650499352181,74.55089820359282,81.15474690234386,72.77085330776606,-25.449101796407177,13.28555678059537,-0.553124769892277,-0.648646535284943,20.659,20.508528589493874,-0.3997830387600736,-0.735069928674465,0.3352868899143914,0.20577160014246937,0.0,20.625,,,,20.45,23.407202583133706,21.951730099870435,19.366269900129563,20.659,2.2964624396758824,0.3079000220440486,,,,19.8715,21.175475,20.142525,70.04739534049564,-30161400.0,,-5272505.023511749,0.2632355047905164,-3928858.3531851466
2010-07-28,20.55,20.9,20.51,20.72,467200,tsla,20.901999999999997,0.5788503932604318,73.15789473684208,76.60902910027335,68.23266219239373,-26.84210526315792,4.435483870967737,-0.5020391222744114,-0.6193250526828367,20.747,20.54697793685862,-0.3506072157391529,-0.6581773860874025,0.3075701703482496,0.22613131418362542,0.0,20.875,,,,21.06,23.070114479808357,21.904700786520863,19.589299213479137,20.747,2.1060091967610455,0.30822215486775845,,24.14891,15.277090000000001,19.713,21.265674999999998,20.228324999999998,63.6059543052986,-29694200.0,,-5236566.56197329,0.07861083383602405,-3819257.0777476258
2010-07-29,20.77,20.88,20.0,20.35,616000,tsla,20.772,0.5182888512531517,64.48598130841125,70.73159141628206,65.94594594594597,-35.51401869158875,2.3127199597787875,-0.4565742068515122,-0.5867748835165718,20.793,20.51116376652069,-0.33759929495935026,-0.5940617678617921,0.25646247290244184,0.23219754592738873,0.0,20.875,,,,21.05,22.746509900616022,21.829577702506302,19.756422297493696,20.793,1.8795405373598475,0.3083683084956339,,23.841114499999996,15.2368855,19.538999999999998,21.312824999999997,20.273175,70.88651563112859,-30310200.0,,-5362566.561973287,0.04270871195413401,-3677992.7499518734
2010-07-30,20.2,20.44,19.55,19.94,426900,tsla,20.502,0.5843144130802455,56.82242990654209,64.82210198393182,65.52094522019335,-43.17757009345791,-3.3914728682170505,-0.4197061488084852,-0.5533611365749544,20.723,20.40731580897147,-0.3562671713289163,-0.5465028485552169,0.19023567722630064,0.2238051721871711,0.0,20.675,,,,20.54,22.43584950459138,21.89162882616049,19.55437117383951,20.723,1.7949684061139806,0.2988620758675393,24.128868181818184,23.614008775,15.261991225,19.438,21.241075,20.204925,75.35208206195891,-30737100.0,,-5415329.4833216015,0.12878614710409142,-3540486.023046918
2010-08-02,20.5,20.97,20.333,20.92,718100,tsla,20.496000000000002,0.42224795243235047,70.37795942003166,63.89545687832834,65.10869565217394,-29.622040579968345,-4.518484710177994,-0.3804380628691151,-0.5187765218337865,20.624000000000002,20.500531116431205,-0.2886563374722648,-0.4949335463386265,0.2062772088663617,0.22029957952300924,0.0,20.53,,,,20.9,22.137615524407725,21.468495904864703,19.7795040951353,20.624000000000002,1.8239355944307836,0.26991656884209725,19.775137809917357,23.59420833625,15.453791663750001,19.524,21.1396,20.108400000000003,73.49572133635868,-30019000.0,,-4809961.037481721,0.11568204205295436,-3369175.783756177
2010-08-03,21.0,21.95,20.82,21.95,1230500,tsla,20.776000000000003,0.5759716428204703,90.76923076923075,72.65654003193484,62.368112543962496,-9.230769230769253,8.128078817733982,-0.33094585850956815,-0.4812103891689429,20.788999999999998,20.764070913443714,-0.1502301133683659,-0.4259928597445744,0.2757627463762085,0.2313922128936491,0.0,20.75,,,,20.71,14.98,21.940943285640937,19.63705671435906,20.788999999999998,1.7126907116243175,0.19551887497565096,17.080358818557478,23.795697919437497,15.836302080562499,19.816,21.308724999999995,20.269274999999997,69.76141034506078,-28788500.0,,-3579461.0374817206,0.03296292545550472,-3155687.980508375
2010-08-04,21.95,22.18,20.85,21.26,913000,tsla,20.884,0.5553387354679024,64.00000000000006,75.04906339642083,57.47001090512543,-35.99999999999994,5.14342235410486,-0.2823029160194168,-0.44142889453903766,20.893,20.85423983827213,-0.09510722994373211,-0.359815733784406,0.2647085038406739,0.23805547108305408,0.0,20.865000000000002,22.6996,,,20.17,15.288784,22.003677470935806,19.782322529064196,20.893,1.4545605232473073,0.19825021719103156,16.32261523589577,24.002713023465624,16.175286976534373,20.089,21.415325,20.370675,58.695207251389554,-29701500.0,,-3929558.781842622,0.08516616742695825,-2977790.835735784
2010-08-05,21.54,21.55,20.05,20.45,796200,tsla,20.904000000000003,0.570590337574438,34.54545454545452,63.104895104895114,48.97074756229685,-65.45454545454548,-2.6190476190476226,-0.24324141019544943,-0.40179139767032,20.838,20.780741685859013,-0.11545132720427631,-0.31094285246838005,0.19549152526410374,0.22954268191926402,0.0,20.865000000000002,22.6996,,,20.72,15.591392319999999,21.97918067514888,19.696819324851123,20.838,1.3173109571755435,0.1835958719589708,16.387496361536876,24.10652737229234,16.370472627707656,20.2385,21.35895,20.317050000000002,47.698774294580076,-30497700.0,,-4301118.781842624,0.08017315832904608,-2813795.17147537
