date,open,high,low,close,volume,symbol,Sample_Custom_Indicator,Another_Custom_Indicator,Stochastic,Stochastic_Signal,RSI,Williams_R,ROC,TRIX,TRIX_signal,SMA_10,EMA_10,MACD,MACD_Signal,MACD_Hist,MACD_Hist_Signal,ADX,Ichimoku_Conversion_Line,Ichimoku_Base_Line,Ichimoku_Leading_Span_A,Ichimoku_Leading_Span_B,Ichimoku_Lagging_Span,PSAR,Bollinger_High,Bollinger_Low,Bollinger_Mid,Standard_Deviation,Historical_Volatility,Chandelier_Exit_Long,Keltner_Channel_High,Keltner_Channel_Low,Keltner_Channel_Mid,MAE_Upper,MAE_Lower,MFI,OBV,VWAP,ADL,CMF,Volume_Oscillator
2010-08-06,20.1,20.1601,19.52,19.59,741900,tsla,20.834,0.6661965008747468,3.358208955223876,33.967887833559494,36.84807256235826,-96.64179104477613,-7.984969469234379,-0.2198400695227254,-0.3654011320408011,20.668,20.56424319752101,-0.1986787387080753,-0.2884900297163191,0.08981129100824381,0.20159640373706,5.854509307127314,20.85,20.450000000000003,,,21.12,15.887948473599998,22.000393001749494,19.335606998250505,20.668,1.1492450611276634,0.19029814680320853,16.52715561783065,24.11562600367773,16.580373996322276,20.348000000000003,21.184699999999996,20.1513,33.73331479152601,-31239600.0,,-4880753.510791225,-0.05614057490696112,-2657574.1220237594
2010-08-09,19.9,19.98,19.45,19.6,812700,tsla,20.57,0.735844941395779,5.494505494505572,14.466056331727998,45.15235457063712,-94.50549450549443,-6.443914081145574,-0.20750477149882318,-0.33382185993240554,20.533,20.388926252517187,-0.26082353417449156,-0.2829567306079536,0.022133196433462066,0.16570376227634043,5.532234463640927,20.814999999999998,19.04,,,21.98,16.178573504127996,22.00468988279156,19.061310117208443,20.533,0.8721448153531509,0.18840448263537676,16.71501218065653,24.10774470349384,16.84325529650616,20.4755,21.046325,20.019675,43.88153866002943,-30426900.0,,-5233434.642866692,0.025519979175510365,-2499245.104681058
2010-08-10,19.65,19.65,18.82,19.03,1281300,tsla,19.986,0.8756515034849973,6.250000000000027,5.034238149909834,42.28274967574579,-93.74999999999999,-7.396593673965935,-0.2080931332749114,-0.3086761146009067,20.381,20.141848752059516,-0.35201021399377197,-0.2967674272851173,-0.05524278670865468,0.12151445247934142,5.634295048616297,20.5,18.615000000000002,,,20.94,16.463386034045435,22.132303006969995,18.629696993030006,20.381,0.7625235112855027,0.18240753460328918,16.853420717899418,24.05363246831915,16.986367531680855,20.520000000000003,20.890524999999997,19.871475,44.02507724486592,-31708200.0,,-5866365.968167893,-0.03448235252243705,-2309335.531495967
2010-08-11,18.69,18.88,17.85,17.9,797600,tsla,19.314,1.1617080336967371,1.1547344110853852,4.299746635197004,30.769230769230745,-98.84526558891461,-13.610038610038613,-0.2275682820241265,-0.2924545480855507,20.099,19.734239888048695,-0.5095837071399991,-0.33933068325609367,-0.17025302388390545,0.06316095720669204,6.302455681959947,20.015,18.615000000000002,,,20.23,16.742502313364525,22.422416067393474,17.775583932606526,20.099,0.9531449329235862,0.16832573982299812,16.937810685267625,23.89795084490319,16.948049155096808,20.423,20.601474999999997,19.596525,36.174569538804825,-32505800.0,,-6586529.074964013,-0.13808269754836883,-2172814.5208068388
2010-08-12,17.8,17.9,17.39,17.6,691000,tsla,18.744000000000003,1.3972926202720217,4.384133611691041,3.929622674258827,27.13754646840148,-95.61586638830896,-13.513513513513512,-0.2613983851466051,-0.2862433154977616,19.824,19.34619627203984,-0.6511631253355894,-0.4016971716719928,-0.24946595366359658,0.0006355750326343182,7.179165785148955,19.785,18.91,,,21.055,17.016036267097235,22.618585240544046,17.029414759455957,19.824,1.1398119651019127,0.16851531287569793,17.109728381391825,23.660703302658032,16.956296697341973,20.308500000000002,20.3196,19.328400000000002,30.193294167642094,-33196800.0,,-6708470.251434596,-0.14392709942091858,-2049595.8996594388
2010-08-13,18.18,18.45,17.6604,18.32,634000,tsla,18.490000000000002,1.4741460805044575,19.415448851774528,8.318105624850327,34.4378698224852,-80.58455114822547,-8.12437311935808,-0.29632328752243753,-0.28825930990269677,19.662,19.15961513166896,-0.6972306110975452,-0.46080385955710335,-0.2364267515404419,-0.04677689028198093,7.556702839403597,19.785,19.4,,,20.77,17.28409954175529,22.610292161008914,16.713707838991084,19.662,1.2195636622644175,0.16937124488106206,17.22746800041947,23.46209313752513,16.922906862474875,20.192500000000003,20.153549999999996,19.17045,36.65285341679516,-32562800.0,,-6283234.182538951,-0.11536731690981801,-1934246.884234445
2010-08-16,18.45,18.8,18.2616,18.78,485800,tsla,18.326,1.4257691881148813,29.01878914405012,17.606123869171906,39.60047003525264,-70.98121085594988,-10.229445506692162,-0.3257185709786947,-0.29575116211789637,19.448,19.09059419863824,-0.688682565912778,-0.5063796008282383,-0.1823029650845397,-0.0738821052424927,7.63319943987887,19.785,19.575,,,19.87,17.546801550920183,22.299538376229762,16.59646162377024,19.448,1.1879854686334408,0.1583616573739865,17.38234672767313,23.19595348064887,16.87604651935113,20.036,19.934199999999997,18.9618,41.59884535646952,-32077000.0,,-5833526.307353214,-0.052865690793753174,-1833653.2466879745
2010-08-17,18.96,19.4,18.78,19.15,447900,tsla,18.35,1.1225051348558603,36.74321503131521,28.392484342379962,40.9873708381171,-63.2567849686848,-12.756264236902053,-0.34610759465905083,-0.3058224486261273,19.168,19.101395253431285,-0.6446214756294104,-0.5340279757884727,-0.11059349984093769,-0.0812243841621817,7.244471669454777,19.47,19.575,,,19.56,17.80424951990178,21.41301026971172,16.92298973028828,19.168,1.2022797423841811,0.14289534619466085,17.519058240051624,23.042455806616427,16.914544193383573,19.9785,19.647199999999998,18.6888,41.28778653604409,-31629100.0,,-5746835.98477257,-0.048170890199971936,-1736967.596226347
2010-08-18,19.59,19.59,18.6,18.77,601300,tsla,18.524,0.8499732021919534,28.81002087682671,31.524008350730693,40.940366972477044,-71.18997912317329,-11.712135465663225,-0.3625555821141102,-0.31716907532372385,18.919,19.041141570989232,-0.6330679550298548,-0.5538359716367491,-0.07923198339310566,-0.08082590400836649,6.738932095226152,18.77505,19.82,,,20.1,18.056548529503743,20.61894640438391,17.219053595616092,18.919,1.2303418438107283,0.14392044897685172,17.529101047322005,22.915758016285604,16.896241983714393,19.906,19.391975,18.446025,41.516745940846754,-32230400.0,,-6141628.914065502,-0.07364791288614476,-1629185.1909219224
2010-08-19,18.54,19.25,18.33,18.79,579100,tsla,18.762,0.6582139132193705,29.227557411273462,31.59359777313847,43.097238895558206,-70.77244258872653,-8.117359413202935,-0.37483007124089474,-0.328701274507158,18.753,18.99547946717301,-0.6152061602008061,-0.5661100093495606,-0.049096150851245524,-0.0744799533769423,6.4792951869889865,18.685000000000002,19.82,,,20.53,18.30380155891367,20.06942782643874,17.43657217356126,18.753,1.2261513386459115,0.13728399276836192,17.61505099971646,22.746770115471328,16.844229884528673,19.7955,19.221825,18.284175,46.21539548511503,-31651300.0,,-6141628.914065502,-0.06768614690448653,-1527945.013650115
2010-08-20,18.65,19.11,18.5101,19.1,296000,tsla,18.918,0.6050748346738261,35.699373695198354,31.245650661099518,38.120104438642294,-64.30062630480164,-2.501276161306781,-0.38014307618362553,-0.33898963484245154,18.704,19.01448320041428,-0.5694716353609408,-0.5667823345518366,-0.0026893008091042336,-0.06012182286337469,6.238203772197332,18.52,19.82,,,21.4,30.4192,19.91414966934765,17.49385033065235,18.704,1.182679384413118,0.13770033128134027,17.740744136092985,22.549696609697758,16.822303390302242,19.686,19.171599999999998,18.2364,43.733543487289225,-31355300.0,,-5855497.225450731,-0.10142663562071459,-1453796.7834382989
2010-08-23,19.09,20.3891,19.0,20.13,1088100,tsla,19.188,0.706918980113312,57.20250521920666,40.7098121085595,38.120104438642294,-42.797494780793336,2.7040816326530486,-0.36994217840443655,-0.34518014355484855,18.756999999999998,19.21730443670259,-0.44498479526861345,-0.542422826695192,0.09743803142657859,-0.02860985200538403,6.5956792078206545,18.88955,19.82,,,21.98,30.110416,20.17083796022662,17.343162039773375,18.756999999999998,1.150324896896983,0.1487570651587445,17.753105766270576,22.504421779212876,16.78557822078713,19.645000000000003,19.225924999999997,18.288075,42.31398290776757,-30267200.0,,-5173309.989110655,-0.1567838510735829,-1315948.4915807415
2010-08-24,19.25,19.71,18.95,19.2,673100,tsla,19.198,0.7161967451600001,43.50961538461535,45.47049809967347,36.96202531645568,-56.49038461538465,0.8933263268523287,-0.3578880687748587,-0.3477217285988506,18.774,19.214158175483938,-0.4165693530849559,-0.5172521319731449,0.100682778888189,-0.0027513258266694263,6.881346425246195,18.88955,19.785,,,20.405,29.80780768,20.20639349032,17.341606509680002,18.774,1.1339167100202552,0.1547045654056039,17.793419140531004,22.41195069025223,16.74304930974777,19.5775,19.24335,18.30465,43.78059754220745,-30940300.0,,-5403581.041742235,-0.1485011343844061,-1226056.5422156383
2010-08-25,19.16,19.98,18.56,19.9,503300,tsla,19.424,0.7242191196960556,83.69177419892631,61.46796493424946,46.46983311938382,-16.308225801073682,11.173184357541901,-0.33764269312720474,-0.34570592150452145,18.973999999999997,19.338856689032312,-0.33371885732186257,-0.4805454770428884,0.14682661972102584,0.02716426328286963,6.778191244166288,19.024749999999997,19.785,,,20.6,29.5112515264,20.422438239392108,17.525561760607886,18.973999999999997,1.1048852048016007,0.1592766891117908,17.799172815961413,22.371228155739615,16.701771844260385,19.5365,19.448349999999994,18.499649999999995,50.72149140589053,-30437000.0,,-4956990.900897167,-0.06808526009846717,-1155201.521576704
2010-08-26,19.89,20.27,19.6,19.75,433800,tsla,19.616000000000003,0.5746970216267523,78.69027374879133,68.63055444411101,51.12994350282487,-21.309726251208676,12.215909090909081,-0.3134900640028859,-0.33926275000419437,19.189,19.413610018299163,-0.2769702483072223,-0.4398304312957552,0.16286018298853294,0.054303447224002294,6.925579572685649,19.32535,19.785,,,20.99,29.220626495872,20.338394043253505,18.039605956746495,19.189,1.0896753500107514,0.15851261078296952,17.90693768796317,22.266491747952635,16.746508252047363,19.5065,19.668725,18.709274999999998,52.44886593345197,-30870800.0,,-5196552.0949270185,-0.03386579990732385,-1092067.7986080036
2010-08-27,19.75,19.865,19.5,19.7,379600,tsla,19.735999999999997,0.504205645876089,77.02310693207963,79.80171829326576,50.70224719101122,-22.976893067920383,7.532751091703051,-0.2875809087500847,-0.32892638175337247,19.327,19.46568092406295,-0.23334133528085488,-0.3985326120927752,0.1651912768119203,0.0764810131415859,6.959871926599876,19.35955,19.785,,,21.12,28.935813965954562,20.33541129175218,18.318588708247823,19.327,1.0859653721337919,0.1572780349005201,18.051395065783023,22.152992160555,16.836007839444996,19.4945,19.810175,18.843825000000002,45.619199474108356,-31250400.0,,-5160152.0949270185,0.008241494836837072,-1034482.4851868508
2010-08-30,19.7,20.19,19.61,19.87,732800,tsla,19.684,0.4904465085794437,82.69147410889938,79.46828492992346,56.25000000000001,-17.308525891100608,5.804046858359956,-0.25935392932696644,-0.31501189126809126,19.436,19.539193483324233,-0.1829387243880518,-0.3554138345518305,0.1724751101637787,0.09567983254602447,7.283636029156023,19.35955,19.785,,,20.46,28.65669768663547,20.416893017158888,18.455106982841112,19.436,1.0377333599320153,0.14919524980232274,18.15996801733834,22.025567552527253,16.858432447472747,19.442,19.921899999999997,18.9501,57.669290087425686,-30517600.0,,-5235958.991478741,0.07555756366578974,-949401.3138718526
2010-08-31,19.66,19.79,19.33,19.48,201100,tsla,19.740000000000002,0.48005670961297076,69.68757293854826,76.46738465984244,63.21070234113716,-30.31242706145174,1.7232375979112369,-0.23405646214086362,-0.2988208054426457,19.469,19.528431031810737,-0.17247583865279736,-0.3188262353720239,0.14635039671922656,0.1058139453806649,7.270977232871265,19.35955,19.785,,,20.43,28.383163732902762,20.429113419225942,18.50888658077406,19.469,0.854315823519492,0.14011016186512007,18.2690603801866,21.82688917490089,16.81011082509911,19.3185,19.955725,18.982275,61.793873534129304,-30718700.0,,-5305906.817565696,0.16530770468165537,-914337.7031393403
2010-09-01,19.62,20.69,19.6,20.45,494900,tsla,19.85,0.5017314465373154,92.07816213361494,81.48573639368753,71.42857142857143,-7.9218378663850615,8.95045285029302,-0.20184225359418662,-0.2794250950729539,19.637,19.695989026026965,-0.08493396705221201,-0.27204778170806154,0.18711381465584953,0.12207391923570182,8.05450002083729,19.600050000000003,19.785,,,20.43,28.115100458244708,20.64046289307463,18.63353710692537,19.637,0.7727367632403388,0.14735463909835256,18.28183036290539,21.781969716155846,16.77403028384415,19.278,20.127924999999998,19.146075,69.57256315292702,-30223800.0,,-5028944.432244597,0.22243018212507268,-853009.3733273792
2010-09-02,20.37,21.24,20.3103,21.06,487100,tsla,20.112000000000002,0.582889354852167,93.95648670427074,85.24074059214466,70.9480122324159,-6.043513295729247,12.080894092602447,-0.1599240487475173,-0.2555248858078666,19.863999999999997,19.94399102129479,0.03328184650439425,-0.2109818560655704,0.24426370256996466,0.1465118759025544,9.209033431593653,19.9,19.785,,,20.24,27.852398449079814,21.02977870970433,18.698221290295663,19.863999999999997,0.8312531756963465,0.14514965237916128,18.332242619136963,21.780241230348057,16.836758769651947,19.308500000000002,20.360599999999994,19.367399999999996,69.29130280196466,-29736700.0,,-4730460.114722816,0.20972380337607677,-795861.4297615709
