close,model_type,model_path,input_data_path,prediction_path,timestamp
23.89,,,,,
23.83,,,,,
21.96,,,,,
19.2,,,,,
16.11,,,,,
15.8,,,,,
17.46,,,,,
17.4,,,,,
17.05,,,,,
18.14,,,,,
19.84,,,,,
19.89,,,,,
20.64,,,,,
21.91,,,,,
20.3,,,,,
20.22,,,,,
21.0,,,,,
21.29,,,,,
20.95,,,,,
20.55,,,,,
20.72,,,,,
20.35,,,,,
19.94,,,,,
20.92,,,,,
21.95,,,,,
21.26,,,,,
20.45,,,,,
19.59,,,,,
19.6,,,,,
19.03,,,,,
17.9,,,,,
17.6,,,,,
18.32,,,,,
18.78,,,,,
19.15,,,,,
18.77,,,,,
18.79,,,,,
19.1,,,,,
20.13,,,,,
19.2,,,,,
19.9,,,,,
19.75,,,,,
19.7,,,,,
19.87,,,,,
19.48,,,,,
20.45,,,,,
21.06,,,,,
21.05,,,,,
20.54,,,,,
20.9,,,,,
20.71,,,,,
20.17,,,,,
20.72,,,,,
21.12,,,,,
21.98,,,,,
20.94,,,,,
20.23,,,,,
21.055,,,,,
20.77,,,,,
19.87,,,,,
19.56,,,,,
20.1,,,,,
20.53,,,,,
21.4,,,,,
21.98,,,,,
20.405,,,,,
20.6,,,,,
20.99,,,,,
21.12,,,,,
20.46,,,,,
20.43,,,,,
20.43,,,,,
20.24,,,,,
20.24,,,,,
20.54,,,,,
20.75,,,,,
20.54,,,,,
20.23,,,,,
20.05,,,,,
20.65,,,,,
20.75,,,,,
20.72,,,,,
20.85,,,,,
21.36,,,,,
21.0,,,,,
21.19,,,,,
21.84,,,,,
21.41,,,,,
21.25,,,,,
21.77,,,,,
24.9,,,,,
24.44,,,,,
24.98,,,,,
24.63,,,,,
29.36,,,,,
28.035,,,,,
29.84,,,,,
30.8,,,,,
29.67,,,,,
29.49,,,,,
29.89,,,,,
30.99,,,,,
33.4,,,,,
34.57,,,,,
35.47,,,,,
35.32,,,,,
34.33,,,,,
35.33,,,,,
34.35,,,,,
32.35,,,,,
31.49,,,,,
30.31,,,,,
31.56,,,,,
32.37,,,,,
32.05,,,,,
31.52,,,,,
30.55,,,,,
28.53,,,,,
29.6,,,,,
30.81,,,,,
31.36,,,,,
31.7,,,,,
32.26,,,,,
32.63,,,,,
30.09,,,,,
25.549,,,,,
26.41,,,,,
27.73,,,,,
26.5,,,,,
26.63,,,,,
26.62,,,,,
26.67,,,,,
26.83,,,,,
27.88,,,,,
28.24,,,,,
28.45,,,,,
26.96,,,,,
26.96,,,,,
26.22,,,,,
25.75,,,,,
25.64,,,,,
24.03,,,,,
22.62,,,,,
23.04,,,,,
24.49,,,,,
24.68,,,,,
24.75,,,,,
24.92,,,,,
24.01,,,,,
24.1,,,,,
23.91,,,,,
23.94,,,,,
23.63,,,,,
23.46,,,,,
23.07,,,,,
24.49,,,,,
23.21,,,,,
23.215,,,,,
23.25,,,,,
23.08,,,,,
22.84,,,,,
24.73,,,,,
23.6,,,,,
23.18,,,,,
21.87,,,,,
21.83,,,,,
22.53,,,,,
23.61,,,,,
23.89,,,,,
23.94,,,,,
24.02,,,,,
24.36,,,,,
24.95,,,,,
24.94,,,,,
24.66,,,,,
24.72,,,,,
24.01,,,,,
24.07,,,,,
23.25,,,,,
22.95,,,,,
22.82,,,,,
22.81,,,,,
22.96,,,,,
22.73,,,,,
22.19,,,,,
22.21,,,,,
22.33,,,,,
22.75,,,,,
23.25,,,,,
23.92,,,,,
23.71,,,,,
27.75,,,,,
26.66,,,,,
25.83,,,,,
26.7,,,,,
26.49,,,,,
27.24,,,,,
26.49,,,,,
25.27,,,,,
24.65,,,,,
24.93,,,,,
25.14,,,,,
25.58,,,,,
25.03,,,,,
25.16,,,,,
25.75,,,,,
26.74,,,,,
26.39,,,,,
26.93,,,,,
27.08,,,,,
27.66,,,,,
27.6,,,,,
27.45,,,,,
26.87,,,,,
26.69,,,,,
26.44,,,,,
27.12,,,,,
27.91,,,,,
28.33,,,,,
27.07,,,,,
27.67,,,,,
27.55,,,,,
26.6,,,,,
25.96,,,,,
26.35,,,,,
28.2,,,,,
27.97,,,,,
26.82,,,,,
26.72,,,,,
28.98,,,,,
29.48,,,,,
29.55,,,,,
30.14,,,,,
28.517,,,,,
28.76,,,,,
30.13,,,,,
28.7,,,,,
28.37,,,,,
27.12,,,,,
27.62,,,,,
27.86,,,,,
28.43,,,,,
28.6,,,,,
27.32,,,,,
26.5,,,,,
26.5,,,,,
26.01,,,,,
27.53,,,,,
27.21,,,,,
27.71,,,,,
27.565,,,,,
27.46,,,,,
28.11,,,,,
28.29,,,,,
29.13,,,,,
29.02,,,,,
29.14,,,,,
28.96,,,,,
29.73,,,,,
28.81,,,,,
28.35,,,,,
28.17,,,,,
28.64,,,,,
27.61,,,,,
27.58,,,,,
27.23,,,,,
27.89,,,,,
28.69,,,,,
28.7,,,,,
29.29,,,,,
28.49,,,,,
28.0,,,,,
27.64,,,,,
28.17,,,,,
28.17,,,,,
28.77,,,,,
27.34,,,,,
27.2,,,,,
24.75,,,,,
24.24,,,,,
23.64,,,,,
25.06,,,,,
23.82,,,,,
25.3,,,,,
26.31,,,,,
26.23,,,,,
26.1,,,,,
25.83,,,,,
24.26,,,,,
22.3,,,,,
21.95,,,,,
22.96,,,,,
23.87,,,,,
23.11,,,,,
23.73,,,,,
24.71,,,,,
